component_number	matrix_partition
818	Simion2017V2META13415-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG222.fasta.aln_gene266,
819	Borowiec2015_Total1080OG228.fasta.aln_gene272,Simion2017V2META12727-42-Calc_Hmm10-BMGE05,
820	Borowiec2015_Total1080OG229.fasta.aln_gene273,Simion2017V2META10915-1-42-Calc_Hmm10-BMGE05,
821	Borowiec2015_Total1080OG230.fasta.aln_gene275,Simion2017V2META14818-42-Calc_Hmm10-BMGE05,
822	Hejnol2009Tribe2353_0,Borowiec2015_Total1080OG231.fasta.aln_gene276,
823	Borowiec2015_Total1080OG234.fasta.aln_gene279,Simion2017V2META13667-42-Calc_Hmm10-BMGE05,
824	Borowiec2015_Total1080OG239.fasta.aln_gene284,Hejnol2009Tribe2172_0,
825	Simion2017V2META12894-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG242.fasta.aln_gene288,
826	Simion2017V2META12499-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG244.fasta.aln_gene290,
827	Borowiec2015_Total1080OG249.fasta.aln_gene295,Simion2017V2META14170-42-Calc_Hmm10-BMGE05,
828	Borowiec2015_Total1080OG24.fasta.aln_gene296,Borowiec2015_Total1080OG25.fasta.aln_gene307,
829	Borowiec2015_Total1080OG251.fasta.aln_gene298,Simion2017V2META14132-42-Calc_Hmm10-BMGE05,
830	Simion2017V2META11626-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG255.fasta.aln_gene302,
831	Borowiec2015_Total1080OG256.fasta.aln_gene303,Simion2017V2META11562-42-Calc_Hmm10-BMGE05,
832	Borowiec2015_Total1080OG259.fasta.aln_gene306,Simion2017V2META13336-42-Calc_Hmm10-BMGE05,
833	Borowiec2015_Total1080OG261.fasta.aln_gene309,Hejnol2009Tribe1069_0,
834	Borowiec2015_Total1080OG269.fasta.aln_gene317,Simion2017V2META12511-42-Calc_Hmm10-BMGE05,
835	Borowiec2015_Total1080OG278.fasta.aln_gene326,Simion2017V2META15231-42-Calc_Hmm10-BMGE05,
836	Borowiec2015_Total1080OG287.fasta.aln_gene336,Simion2017V2META13045-42-Calc_Hmm10-BMGE05,
837	Borowiec2015_Total1080OG288.fasta.aln_gene337,Simion2017V2META13207-42-Calc_Hmm10-BMGE05,
838	Simion2017V2META13015-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG290.fasta.aln_gene340,
839	Simion2017V2META12942-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG292.fasta.aln_gene342,
840	Simion2017V2META13343-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG293.fasta.aln_gene343,
841	Borowiec2015_Total1080OG297.fasta.aln_gene347,Simion2017V2META14055-42-Calc_Hmm10-BMGE05,
842	Borowiec2015_Total1080OG300.fasta.aln_gene351,Simion2017V2META15329-42-Calc_Hmm10-BMGE05,
843	Borowiec2015_Total1080OG305.fasta.aln_gene356,Simion2017V2META13155-42-Calc_Hmm10-BMGE05,
844	Borowiec2015_Total1080OG311.fasta.aln_gene363,Ryan2013_estgene266,
845	Borowiec2015_Total1080OG314.fasta.aln_gene366,Simion2017V2META12754-42-Calc_Hmm10-BMGE05,
846	Borowiec2015_Total1080OG316.fasta.aln_gene368,Hejnol2009Tribe2124_0,
847	Borowiec2015_Total1080OG317.fasta.aln_gene369,Simion2017V2META10324-1-42-Calc_Hmm10-BMGE05,
848	Borowiec2015_Total1080OG318.fasta.aln_gene370,Simion2017V2META12166-42-Calc_Hmm10-BMGE05,
849	Borowiec2015_Total1080OG319.fasta.aln_gene371,Simion2017V2META13660-42-Calc_Hmm10-BMGE05,
850	Whelan2017_fullSubset14_02,Borowiec2015_Total1080OG322.fasta.aln_gene374,
851	Borowiec2015_Total1080OG332.fasta.aln_gene384,Simion2017V2META11741-42-Calc_Hmm10-BMGE05,
852	Borowiec2015_Total1080OG334.fasta.aln_gene386,Hejnol2009Tribe3155_0,
853	Hejnol2009Tribe4059_0,Borowiec2015_Total1080OG358.fasta.aln_gene412,
854	Hejnol2009Tribe4116_0,Borowiec2015_Total1080OG359.fasta.aln_gene413,
855	Borowiec2015_Total1080OG362.fasta.aln_gene417,Hejnol2009Tribe4595_0,
856	Borowiec2015_Total1080OG369.fasta.aln_gene423,Simion2017V2META13632-42-Calc_Hmm10-BMGE05,
857	Simion2017V2META11909-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG371.fasta.aln_gene426,
858	Simion2017V2META13292-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG375.fasta.aln_gene429,
859	Borowiec2015_Total1080OG376.fasta.aln_gene430,Simion2017V2META13514-42-Calc_Hmm10-BMGE05,
860	Hejnol2009Tribe3025_0,Borowiec2015_Total1080OG377.fasta.aln_gene431,
861	Borowiec2015_Total1080OG380.fasta.aln_gene435,Simion2017V2META14789-42-Calc_Hmm10-BMGE05,
862	Simion2017V2META15366-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG385.fasta.aln_gene440,
863	Simion2017V2META13818-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG387.fasta.aln_gene442,
864	Simion2017V2META14886-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG396.fasta.aln_gene452,
865	Whelan2017_fullSubset10_16,Borowiec2015_Total1080OG401.fasta.aln_gene459,
866	Hejnol2009Tribe2626_0,Borowiec2015_Total1080OG404.fasta.aln_gene462,
867	Simion2017V2META14155-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG410.fasta.aln_gene469,
868	Simion2017V2META13738-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG411.fasta.aln_gene470,
869	Borowiec2015_Total1080OG416.fasta.aln_gene475,Simion2017V2META13183-42-Calc_Hmm10-BMGE05,
870	Simion2017V2META14609-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG419.fasta.aln_gene478,
871	Simion2017V2META13795-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG420.fasta.aln_gene480,
872	Simion2017V2META13718-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG422.fasta.aln_gene482,
873	Borowiec2015_Total1080OG424.fasta.aln_gene484,Hejnol2009Tribe3545_0,
874	Borowiec2015_Total1080OG431.fasta.aln_gene492,Hejnol2009Tribe2248_0,
875	Borowiec2015_Total1080OG434.fasta.aln_gene495,Hejnol2009Tribe2334_0,
876	Borowiec2015_Total1080OG436.fasta.aln_gene496,Simion2017V2META13337-42-Calc_Hmm10-BMGE05,
877	Borowiec2015_Total1080OG437.fasta.aln_gene497,Hejnol2009Tribe3915_0,
878	Borowiec2015_Total1080OG451.fasta.aln_gene513,Simion2017V2META12903-42-Calc_Hmm10-BMGE05,
879	Simion2017V2META13785-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG456.fasta.aln_gene518,
880	Borowiec2015_Total1080OG459.fasta.aln_gene521,Simion2017V2META13739-42-Calc_Hmm10-BMGE05,
881	Simion2017V2META13314-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG461.fasta.aln_gene523,
882	Borowiec2015_Total1080OG462.fasta.aln_gene524,Hejnol2009Tribe3307_0,
883	Hejnol2009Tribe3111_0,Borowiec2015_Total1080OG468.fasta.aln_gene529,
884	Borowiec2015_Total1080OG47.fasta.aln_gene542,Simion2017V2META10876-1-42-Calc_Hmm10-BMGE05,
885	Borowiec2015_Total1080OG475.fasta.aln_gene537,Hejnol2009Tribe7579_0,
886	Simion2017V2META14859-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG476.fasta.aln_gene538,
887	Borowiec2015_Total1080OG477.fasta.aln_gene539,Hejnol2009Tribe4738_0,
888	Simion2017V2META10876-2-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG48.fasta.aln_gene553,
889	Hejnol2009Tribe2478_0,Borowiec2015_Total1080OG480.fasta.aln_gene543,
890	Hejnol2009Tribe3853_0,Borowiec2015_Total1080OG484.fasta.aln_gene547,
891	Simion2017V2META10745-1-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG486.fasta.aln_gene549,
892	Simion2017V2META14125-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG488.fasta.aln_gene551,
893	Simion2017V2META15545-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG495.fasta.aln_gene559,
894	Simion2017V2META13685-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG501.fasta.aln_gene566,
895	Borowiec2015_Total1080OG506.fasta.aln_gene571,Hejnol2009Tribe2150_0,
896	Borowiec2015_Total1080OG510.fasta.aln_gene573,Whelan2017_fullSubset26_01,
897	Simion2017V2META14914-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG516.fasta.aln_gene579,
898	Borowiec2015_Total1080OG517.fasta.aln_gene580,Simion2017V2META15685-42-Calc_Hmm10-BMGE05,
899	Simion2017V2META11302-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG521.fasta.aln_gene585,
900	Borowiec2015_Total1080OG523.fasta.aln_gene587,Hejnol2009Tribe1721_0,
901	Simion2017V2META11348-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG524.fasta.aln_gene588,
902	Borowiec2015_Total1080OG526.fasta.aln_gene590,Simion2017V2META13038-2-42-Calc_Hmm10-BMGE05,
903	Hejnol2009Tribe4479_0,Borowiec2015_Total1080OG536.fasta.aln_gene599,
904	Hejnol2009Tribe2466_0,Borowiec2015_Total1080OG541.fasta.aln_gene605,
905	Borowiec2015_Total1080OG542.fasta.aln_gene606,Hejnol2009Tribe3184_0,
906	Borowiec2015_Total1080OG543.fasta.aln_gene607,Hejnol2009Tribe1971_0,
907	Borowiec2015_Total1080OG545.fasta.aln_gene609,Simion2017V2META15618-42-Calc_Hmm10-BMGE05,
908	Simion2017V2META13112-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG547.fasta.aln_gene611,
909	Borowiec2015_Total1080OG550.fasta.aln_gene613,Ryan2013_estgene72,
910	Simion2017V2META13671-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG552.fasta.aln_gene615,
911	Simion2017V2META13173-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG563.fasta.aln_gene625,
912	Borowiec2015_Total1080OG566.fasta.aln_gene628,Simion2017V2META13616-42-Calc_Hmm10-BMGE05,
913	Borowiec2015_Total1080OG568.fasta.aln_gene630,Simion2017V2META13746-42-Calc_Hmm10-BMGE05,
914	Hejnol2009Tribe2906_0,Borowiec2015_Total1080OG569.fasta.aln_gene631,
915	Borowiec2015_Total1080OG570.fasta.aln_gene633,Hejnol2009Tribe3269_0,
916	Borowiec2015_Total1080OG572.fasta.aln_gene635,Hejnol2009Tribe3954_0,
917	Hejnol2009Tribe2394_0,Borowiec2015_Total1080OG574.fasta.aln_gene637,
918	Borowiec2015_Total1080OG576.fasta.aln_gene639,Simion2017V2META13717-42-Calc_Hmm10-BMGE05,
919	Hejnol2009Tribe5359_0,Borowiec2015_Total1080OG577.fasta.aln_gene640,
920	Hejnol2009Tribe3633_0,Borowiec2015_Total1080OG580.fasta.aln_gene644,
921	Hejnol2009Tribe2824_0,Borowiec2015_Total1080OG582.fasta.aln_gene646,
922	Borowiec2015_Total1080OG584.fasta.aln_gene648,Hejnol2009Tribe4806_0,
923	Borowiec2015_Total1080OG587.fasta.aln_gene651,Simion2017V2META14206-42-Calc_Hmm10-BMGE05,
924	Borowiec2015_Total1080OG59.fasta.aln_gene665,Ryan2013_estgene51,
925	Hejnol2009Tribe2514_0,Borowiec2015_Total1080OG591.fasta.aln_gene656,
926	Hejnol2009Tribe3229_0,Borowiec2015_Total1080OG595.fasta.aln_gene660,
927	Borowiec2015_Total1080OG604.fasta.aln_gene671,Hejnol2009Tribe1893_0,
928	Borowiec2015_Total1080OG613.fasta.aln_gene680,Hejnol2009Tribe2340_0,
929	Borowiec2015_Total1080OG614.fasta.aln_gene681,Simion2017V2META14909-42-Calc_Hmm10-BMGE05,
930	Borowiec2015_Total1080OG62.fasta.aln_gene694,Simion2017V2META13716-42-Calc_Hmm10-BMGE05,
931	Borowiec2015_Total1080OG621.fasta.aln_gene687,Hejnol2009Tribe3565_0,
932	Borowiec2015_Total1080OG627.fasta.aln_gene691,Simion2017V2META15354-42-Calc_Hmm10-BMGE05,
933	Simion2017V2META12760-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG628.fasta.aln_gene692,
934	Borowiec2015_Total1080OG630.fasta.aln_gene695,Hejnol2009Tribe2755_0,
935	Simion2017V2META14806-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG639.fasta.aln_gene703,
936	Whelan2017_fullSubset4_08,Borowiec2015_Total1080OG640.fasta.aln_gene705,
937	Borowiec2015_Total1080OG641.fasta.aln_gene706,Whelan2017_fullSubset4_07,
938	Simion2017V2META13516-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG644.fasta.aln_gene709,
939	Hejnol2009Tribe2851_0,Borowiec2015_Total1080OG646.fasta.aln_gene711,
940	Borowiec2015_Total1080OG648.fasta.aln_gene713,Simion2017V2META14807-42-Calc_Hmm10-BMGE05,
941	Simion2017V2META10079-1-1-1-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG65.fasta.aln_gene726,
942	Borowiec2015_Total1080OG650.fasta.aln_gene716,Simion2017V2META13340-42-Calc_Hmm10-BMGE05,
943	Borowiec2015_Total1080OG653.fasta.aln_gene719,Hejnol2009Tribe4470_0,
944	Borowiec2015_Total1080OG656.fasta.aln_gene722,Hejnol2009Tribe3087_0,
945	Simion2017V2META13086-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG657.fasta.aln_gene723,
946	Borowiec2015_Total1080OG661.fasta.aln_gene728,Hejnol2009Tribe3406_0,
947	Hejnol2009Tribe2952_0,Borowiec2015_Total1080OG671.fasta.aln_gene739,
948	Borowiec2015_Total1080OG673.fasta.aln_gene741,Hejnol2009Tribe4511_0,
949	Hejnol2009Tribe2142_0,Borowiec2015_Total1080OG674.fasta.aln_gene742,
950	Borowiec2015_Total1080OG677.fasta.aln_gene745,Simion2017V2META15438-42-Calc_Hmm10-BMGE05,
951	Borowiec2015_Total1080OG678.fasta.aln_gene746,Hejnol2009Tribe3092_0,
952	Borowiec2015_Total1080OG683.fasta.aln_gene752,Simion2017V2META14583-42-Calc_Hmm10-BMGE05,
953	Borowiec2015_Total1080OG684.fasta.aln_gene753,Simion2017V2META12827-42-Calc_Hmm10-BMGE05,
954	Hejnol2009Tribe2306_0,Borowiec2015_Total1080OG690.fasta.aln_gene760,
955	Borowiec2015_Total1080OG694.fasta.aln_gene764,Simion2017V2META12111-42-Calc_Hmm10-BMGE05,
956	Borowiec2015_Total1080OG695.fasta.aln_gene765,Hejnol2009Tribe2804_0,
957	Borowiec2015_Total1080OG698.fasta.aln_gene768,Hejnol2009Tribe3410_0,
958	Borowiec2015_Total1080OG699.fasta.aln_gene769,Simion2017V2META12234-42-Calc_Hmm10-BMGE05,
959	Borowiec2015_Total1080OG7.fasta.aln_gene877,Borowiec2015_Total1080OG8.fasta.aln_gene985,
960	Borowiec2015_Total1080OG708.fasta.aln_gene779,Hejnol2009Tribe3383_0,
961	Borowiec2015_Total1080OG710.fasta.aln_gene782,Hejnol2009Tribe3337_0,
962	Simion2017V2META11672-2-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG713.fasta.aln_gene785,
963	Simion2017V2META14413-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG714.fasta.aln_gene786,
964	Hejnol2009Tribe3753_0,Borowiec2015_Total1080OG715.fasta.aln_gene787,
965	Borowiec2015_Total1080OG718.fasta.aln_gene790,Simion2017V2META14940-42-Calc_Hmm10-BMGE05,
966	Simion2017V2META12467-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG719.fasta.aln_gene791,
967	Borowiec2015_Total1080OG722.fasta.aln_gene795,Borowiec2015_Total1080OG721.fasta.aln_gene794,
968	Borowiec2015_Total1080OG729.fasta.aln_gene801,Hejnol2009Tribe2414_0,
969	Simion2017V2META10033-2-1-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG73.fasta.aln_gene812,
970	Borowiec2015_Total1080OG732.fasta.aln_gene805,Simion2017V2META12983-42-Calc_Hmm10-BMGE05,
971	Hejnol2009Tribe2702_0,Borowiec2015_Total1080OG734.fasta.aln_gene807,
972	Borowiec2015_Total1080OG736.fasta.aln_gene808,Hejnol2009Tribe2320_0,
973	Simion2017V2META13673-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG741.fasta.aln_gene814,
974	Borowiec2015_Total1080OG744.fasta.aln_gene817,Hejnol2009Tribe4007_0,
975	Simion2017V2META12978-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG745.fasta.aln_gene818,
976	Borowiec2015_Total1080OG746.fasta.aln_gene819,Simion2017V2META15361-42-Calc_Hmm10-BMGE05,
977	Borowiec2015_Total1080OG749.fasta.aln_gene822,Simion2017V2META12339-42-Calc_Hmm10-BMGE05,
978	Hejnol2009Tribe4499_0,Borowiec2015_Total1080OG759.fasta.aln_gene833,
979	Simion2017V2META10917-2-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG76.fasta.aln_gene845,
980	Borowiec2015_Total1080OG761.fasta.aln_gene836,Hejnol2009Tribe1392_0,
981	Borowiec2015_Total1080OG770.fasta.aln_gene846,Simion2017V2META14473-42-Calc_Hmm10-BMGE05,
982	Borowiec2015_Total1080OG772.fasta.aln_gene848,Hejnol2009Tribe3510_0,
983	Borowiec2015_Total1080OG776.fasta.aln_gene851,Hejnol2009Tribe2780_0,
984	Hejnol2009Tribe4448_0,Borowiec2015_Total1080OG781.fasta.aln_gene857,
985	Hejnol2009Tribe1540_0,Borowiec2015_Total1080OG783.fasta.aln_gene859,
986	Moroz2014_3d844,Borowiec2015_Total1080OG785.fasta.aln_gene861,
987	Hejnol2009Tribe3263_0,Borowiec2015_Total1080OG787.fasta.aln_gene863,
988	Borowiec2015_Total1080OG793.fasta.aln_gene869,Hejnol2009Tribe2773_0,
989	Borowiec2015_Total1080OG801.fasta.aln_gene879,Hejnol2009Tribe3756_0,
990	Simion2017V2META13414-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG802.fasta.aln_gene880,
991	Borowiec2015_Total1080OG804.fasta.aln_gene882,Hejnol2009Tribe4971_0,
992	Hejnol2009Tribe2459_0,Borowiec2015_Total1080OG814.fasta.aln_gene893,
993	Simion2017V2META15608-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG817.fasta.aln_gene896,
994	Borowiec2015_Total1080OG818.fasta.aln_gene897,Hejnol2009Tribe3608_0,
995	Borowiec2015_Total1080OG819.fasta.aln_gene898,Simion2017V2META15177-42-Calc_Hmm10-BMGE05,
996	Borowiec2015_Total1080OG820.fasta.aln_gene900,Simion2017V2META14668-42-Calc_Hmm10-BMGE05,
997	Borowiec2015_Total1080OG829.fasta.aln_gene909,Simion2017V2META15296-42-Calc_Hmm10-BMGE05,
998	Borowiec2015_Total1080OG838.fasta.aln_gene918,Simion2017V2META12523-42-Calc_Hmm10-BMGE05,
999	Simion2017V2META14756-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG839.fasta.aln_gene919,
1000	Borowiec2015_Total1080OG840.fasta.aln_gene921,Hejnol2009Tribe3672_0,
1001	Borowiec2015_Total1080OG847.fasta.aln_gene927,Simion2017V2META13547-42-Calc_Hmm10-BMGE05,
1002	Borowiec2015_Total1080OG850.fasta.aln_gene931,Simion2017V2META14982-42-Calc_Hmm10-BMGE05,
1003	Hejnol2009Tribe2842_0,Borowiec2015_Total1080OG852.fasta.aln_gene933,
1004	Hejnol2009Tribe3617_0,Borowiec2015_Total1080OG854.fasta.aln_gene935,
1005	Borowiec2015_Total1080OG862.fasta.aln_gene943,Simion2017V2META11934-42-Calc_Hmm10-BMGE05,
1006	Borowiec2015_Total1080OG866.fasta.aln_gene947,Simion2017V2META14357-42-Calc_Hmm10-BMGE05,
1007	Borowiec2015_Total1080OG867.fasta.aln_gene948,Simion2017V2META15519-42-Calc_Hmm10-BMGE05,
1008	Simion2017V2META15352-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG872.fasta.aln_gene954,
1009	Simion2017V2META14504-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG874.fasta.aln_gene956,
1010	Borowiec2015_Total1080OG877.fasta.aln_gene959,Hejnol2009Tribe1952_0,
1011	Borowiec2015_Total1080OG880.fasta.aln_gene963,Hejnol2009Tribe3962_0,
1012	Borowiec2015_Total1080OG882.fasta.aln_gene965,Hejnol2009Tribe3079_0,
1013	Simion2017V2META14903-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG883.fasta.aln_gene966,
1014	Borowiec2015_Total1080OG884.fasta.aln_gene967,Hejnol2009Tribe2753_0,
1015	Borowiec2015_Total1080OG885.fasta.aln_gene968,Simion2017V2META14912-42-Calc_Hmm10-BMGE05,
1016	Hejnol2009Tribe3623_0,Borowiec2015_Total1080OG886.fasta.aln_gene969,
1017	Borowiec2015_Total1080OG888.fasta.aln_gene971,Hejnol2009Tribe4430_0,
1018	Borowiec2015_Total1080OG889.fasta.aln_gene972,Hejnol2009Tribe2016_0,
1019	Borowiec2015_Total1080OG891.fasta.aln_gene975,Hejnol2009Tribe2735_0,
1020	Simion2017V2META16042-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG892.fasta.aln_gene976,
1021	Hejnol2009Tribe2671_0,Borowiec2015_Total1080OG894.fasta.aln_gene978,
1022	Hejnol2009Tribe2552_0,Borowiec2015_Total1080OG895.fasta.aln_gene979,
1023	Hejnol2009Tribe2670_0,Borowiec2015_Total1080OG899.fasta.aln_gene983,
1024	Hejnol2009Tribe3807_0,Borowiec2015_Total1080OG907.fasta.aln_gene993,
1025	Borowiec2015_Total1080OG91.fasta.aln_gene1005,Simion2017V2META11216-1-42-Calc_Hmm10-BMGE05,
1026	Borowiec2015_Total1080OG910.fasta.aln_gene997,Simion2017V2META16125-42-Calc_Hmm10-BMGE05,
1027	Borowiec2015_Total1080OG911.fasta.aln_gene998,Simion2017V2META14194-42-Calc_Hmm10-BMGE05,
1028	Hejnol2009Tribe3262_0,Borowiec2015_Total1080OG913.fasta.aln_gene999,
1029	Hejnol2009Tribe3206_0,Borowiec2015_Total1080OG914.fasta.aln_gene1000,
1030	Borowiec2015_Total1080OG92.fasta.aln_gene1014,Borowiec2015_Total1080OG93.fasta.aln_gene1024,
1031	Borowiec2015_Total1080OG923.fasta.aln_gene1008,Simion2017V2META15699-42-Calc_Hmm10-BMGE05,
1032	Borowiec2015_Total1080OG926.fasta.aln_gene1010,Hejnol2009Tribe3160_0,
1033	Borowiec2015_Total1080OG928.fasta.aln_gene1012,Simion2017V2META14158-42-Calc_Hmm10-BMGE05,
1034	Borowiec2015_Total1080OG932.fasta.aln_gene1017,Hejnol2009Tribe3420_0,
1035	Hejnol2009Tribe3393_0,Borowiec2015_Total1080OG934.fasta.aln_gene1019,
1036	Simion2017V2META13756-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG935.fasta.aln_gene1020,
1037	Simion2017V2META14584-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG937.fasta.aln_gene1021,
1038	Borowiec2015_Total1080OG938.fasta.aln_gene1022,Hejnol2009Tribe4612_0,
1039	Hejnol2009Tribe3414_0,Borowiec2015_Total1080OG939.fasta.aln_gene1023,
1040	Simion2017V2META13991-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG941.fasta.aln_gene1026,
1041	Borowiec2015_Total1080OG942.fasta.aln_gene1027,Simion2017V2META14490-42-Calc_Hmm10-BMGE05,
1042	Hejnol2009Tribe3098_0,Borowiec2015_Total1080OG944.fasta.aln_gene1029,
1043	Hejnol2009Tribe1921_0,Borowiec2015_Total1080OG946.fasta.aln_gene1031,
1044	Borowiec2015_Total1080OG949.fasta.aln_gene1033,Hejnol2009Tribe3034_0,
1045	Simion2017V2META13994-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG952.fasta.aln_gene1037,
1046	Borowiec2015_Total1080OG96.fasta.aln_gene1054,Ryan2013_estgene330,
1047	Hejnol2009Tribe4346_0,Borowiec2015_Total1080OG963.fasta.aln_gene1048,
1048	Borowiec2015_Total1080OG964.fasta.aln_gene1049,Hejnol2009Tribe3767_0,
1049	Hejnol2009Tribe4301_0,Borowiec2015_Total1080OG967.fasta.aln_gene1051,
1050	Hejnol2009Tribe3082_0,Borowiec2015_Total1080OG968.fasta.aln_gene1052,
1051	Hejnol2009Tribe3253_0,Borowiec2015_Total1080OG969.fasta.aln_gene1053,
1052	Borowiec2015_Total1080OG970.fasta.aln_gene1055,Simion2017V2META13575-42-Calc_Hmm10-BMGE05,
1053	Borowiec2015_Total1080OG974.fasta.aln_gene1058,Simion2017V2META14673-42-Calc_Hmm10-BMGE05,
1054	Borowiec2015_Total1080OG975.fasta.aln_gene1059,Hejnol2009Tribe3301_0,
1055	Borowiec2015_Total1080OG976.fasta.aln_gene1060,Simion2017V2META16945-42-Calc_Hmm10-BMGE05,
1056	Borowiec2015_Total1080OG980.fasta.aln_gene1064,Simion2017V2META14193-42-Calc_Hmm10-BMGE05,
1057	Borowiec2015_Total1080OG981.fasta.aln_gene1065,Simion2017V2META11039-1-2-42-Calc_Hmm10-BMGE05,
1058	Borowiec2015_Total1080OG982.fasta.aln_gene1066,Hejnol2009Tribe5470_0,
1059	Simion2017V2META17408-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG983.fasta.aln_gene1067,
1060	Simion2017V2META14524-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG989.fasta.aln_gene1071,
1061	Borowiec2015_Total1080OG99.fasta.aln_gene1079,Simion2017V2META14420-42-Calc_Hmm10-BMGE05,
1062	Simion2017V2META15326-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG993.fasta.aln_gene1075,
1063	Hejnol2009Tribe4526_0,Borowiec2015_Total1080OG997.fasta.aln_gene1077,
1064	Chang2015atpsynthalpha,Philippe2009Gene_0004,
1065	Simion2017V2META10445-2-42-Calc_Hmm10-BMGE05,Chang2015hsp90_01,
1066	Simion2017V2META12326-42-Calc_Hmm10-BMGE05,Chang2015if2p,
1067	Simion2017V2META14928-42-Calc_Hmm10-BMGE05,Chang2015l12e,
1068	Philippe2009Gene_0036,Chang2015ornamtrans,
1069	Philippe2009Gene_0041,Chang2015psma,
1070	Simion2017V2META14096-42-Calc_Hmm10-BMGE05,Chang2015rf1,
1071	Simion2017V2META10274-2-1-2-42-Calc_Hmm10-BMGE05,Chang2015rpo,
1072	Chang2015rrp46,Simion2017V2META13792-42-Calc_Hmm10-BMGE05,
1073	Chang2015stbproptase2a,Philippe2009Gene_0121,
1074	Chang2015tribe1200,Dunn2008Tribe1200,
1075	Chang2015tribe495,Dunn2008Tribe495,
1076	Dunn2008Tribe508,Chang2015tribe508,
1077	Chang2015tribe542,Dunn2008Tribe542,
1078	Philippe2009Gene_0125,Chang2015vata,
1079	Simion2017V2META12677-42-Calc_Hmm10-BMGE05,Chang2015vatc,
1080	Simion2017V2META14840-42-Calc_Hmm10-BMGE05,Dunn2008Tribe1012,
1081	Hejnol2009Tribe1468_0,Dunn2008Tribe1020,
1082	Ryan2013_estgene319,Dunn2008Tribe1026,
1083	Hejnol2009Tribe1344_0,Dunn2008Tribe1041,
1084	Dunn2008Tribe1077,Hejnol2009Tribe1350_0,
1085	Simion2017V2META14589-42-Calc_Hmm10-BMGE05,Dunn2008Tribe1081,
1086	Dunn2008Tribe1129,Hejnol2009Tribe1388_0,
1087	Hejnol2009Tribe1439_0,Dunn2008Tribe1170,
