	component_number	matrix_partition
1831	309	Borowiec2015_Total1080OG263.fasta.aln_gene311
1832	309	Simion2017V2META14499-42-Calc_Hmm10-BMGE05
1833	309	Borowiec2015_Best108OG263.fasta.aln_gene29
1834	310	Borowiec2015_Best108OG268.fasta.aln_gene30
1835	310	Simion2017V2META14648-42-Calc_Hmm10-BMGE05
1836	310	Hejnol2009Tribe2993_0
1837	310	Borowiec2015_Total1080OG268.fasta.aln_gene316
1838	311	Borowiec2015_Total1080OG295.fasta.aln_gene345
1839	311	Simion2017V2META12315-42-Calc_Hmm10-BMGE05
1840	311	Borowiec2015_Best108OG295.fasta.aln_gene34
1841	311	Whelan2015_D1Gene_0410
1842	312	Simion2017V2META14364-42-Calc_Hmm10-BMGE05
1843	312	Hejnol2009Tribe3448_0
1844	312	Borowiec2015_Best108OG302.fasta.aln_gene37
1845	312	Borowiec2015_Total1080OG302.fasta.aln_gene353
1846	313	Borowiec2015_Total1080OG474.fasta.aln_gene536
1847	313	Borowiec2015_Best108OG474.fasta.aln_gene58
1848	313	Hejnol2009Tribe2284_0
1849	313	Ryan2013_estgene145
1850	314	Borowiec2015_Total1080OG5.fasta.aln_gene666
1851	314	Chang2015cct
1852	314	Borowiec2015_Best108OG5.fasta.aln_gene77
1853	314	Philippe2009Gene_0006
1854	315	Borowiec2015_Best108OG538.fasta.aln_gene66
1855	315	Borowiec2015_Total1080OG538.fasta.aln_gene601
1856	315	Hejnol2009Tribe5175_0
1857	315	Simion2017V2META13272-42-Calc_Hmm10-BMGE05
1858	316	Borowiec2015_Total1080OG780.fasta.aln_gene856
1859	316	Simion2017V2META15779-42-Calc_Hmm10-BMGE05
1860	316	Hejnol2009Tribe3737_0
1861	316	Borowiec2015_Best108OG780.fasta.aln_gene93
1862	317	Borowiec2015_Total1080OG828.fasta.aln_gene908
1863	317	Borowiec2015_Best108OG828.fasta.aln_gene97
1864	317	Simion2017V2META14570-42-Calc_Hmm10-BMGE05
1865	317	Chang2015mra1
1866	318	Hejnol2009Tribe1348_0
1867	318	Borowiec2015_Total1080OG835.fasta.aln_gene915
1868	318	Ryan2013_estgene127
1869	318	Borowiec2015_Best108OG835.fasta.aln_gene98
1870	319	Borowiec2015_Best108OG920.fasta.aln_gene106
1871	319	Hejnol2009Tribe4286_0
1872	319	Simion2017V2META15367-42-Calc_Hmm10-BMGE05
1873	319	Borowiec2015_Total1080OG920.fasta.aln_gene1006
1874	320	Borowiec2015_Total1080OG1033.fasta.aln_gene31
1875	320	Whelan2015_D1Gene_0411
1876	320	Whelan2015_D20Gene_0411
1877	320	Whelan2015_D10Gene_0411
1878	321	Borowiec2015_Total1080OG1103.fasta.aln_gene96
1879	321	Whelan2015_D10Gene_0366
1880	321	Whelan2015_D1Gene_0366
1881	321	Borowiec2015_Total1080OG1102.fasta.aln_gene95
1882	322	Ryan2013_estgene70
1883	322	Borowiec2015_Total1080OG1156.fasta.aln_gene149
1884	322	Whelan2017_strictSubset29_01
1885	322	Whelan2017_fullSubset24_04
1886	323	Borowiec2015_Total1080OG1157.fasta.aln_gene150
1887	323	Ryan2013_estgene388
1888	323	Ryan2013_estgene267
1889	323	Simion2017V2META13812-42-Calc_Hmm10-BMGE05
1890	324	Ryan2013_estgene376
1891	324	Borowiec2015_Total1080OG1158.fasta.aln_gene151
1892	324	Hejnol2009Tribe732_0
1893	324	Simion2017V2META13384-42-Calc_Hmm10-BMGE05
1894	325	Ryan2013_estgene42
1895	325	Simion2017V2META13789-42-Calc_Hmm10-BMGE05
1896	325	Borowiec2015_Total1080OG133.fasta.aln_gene173
1897	325	Simion2017V2META14590-42-Calc_Hmm10-BMGE05
1898	326	Borowiec2015_Total1080OG156.fasta.aln_gene196
1899	326	Whelan2015_D10Gene_0314
1900	326	Whelan2015_D20Gene_0314
1901	326	Whelan2015_D1Gene_0314
1902	327	Whelan2015_D20Gene_0766
1903	327	Whelan2015_D10Gene_0766
1904	327	Borowiec2015_Total1080OG16.fasta.aln_gene209
1905	327	Whelan2015_D1Gene_0766
1906	328	Ryan2013_estgene211
1907	328	Simion2017V2META15292-42-Calc_Hmm10-BMGE05
1908	328	Borowiec2015_Total1080OG170.fasta.aln_gene210
1909	328	Hejnol2009Tribe1622_0
1910	329	Dunn2008Tribe1047
1911	329	Simion2017V2META13950-42-Calc_Hmm10-BMGE05
1912	329	Borowiec2015_Total1080OG173.fasta.aln_gene213
1913	329	Hejnol2009Tribe1340_0
1914	330	Simion2017V2META10950-2-42-Calc_Hmm10-BMGE05
1915	330	Whelan2015_D1Gene_0886
1916	330	Borowiec2015_Total1080OG220.fasta.aln_gene264
1917	330	Simion2017V2META13054-42-Calc_Hmm10-BMGE05
1918	331	Ryan2013_estgene290
1919	331	Hejnol2009Tribe523_0
1920	331	Borowiec2015_Total1080OG227.fasta.aln_gene271
1921	331	Dunn2008Tribe351
1922	332	Borowiec2015_Total1080OG235.fasta.aln_gene280
1923	332	Hejnol2009Tribe2799_0
1924	332	Ryan2013_estgene131
1925	332	Simion2017V2META13063-42-Calc_Hmm10-BMGE05
1926	333	Borowiec2015_Total1080OG240.fasta.aln_gene286
1927	333	Ryan2013_estgene227
1928	333	Simion2017V2META14180-42-Calc_Hmm10-BMGE05
1929	333	Hejnol2009Tribe2122_0
1930	334	Moroz2014_3d82
1931	334	Simion2017V2META12715-42-Calc_Hmm10-BMGE05
1932	334	Whelan2017_fullSubset12_01
1933	334	Borowiec2015_Total1080OG246.fasta.aln_gene292
1934	335	Whelan2017_fullSubset22_03
1935	335	Simion2017V2META12909-42-Calc_Hmm10-BMGE05
1936	335	Borowiec2015_Total1080OG260.fasta.aln_gene308
1937	335	Whelan2017_strictSubset25
1938	336	Borowiec2015_Total1080OG279.fasta.aln_gene327
1939	336	Whelan2015_D1Gene_0973
1940	336	Whelan2017_fullSubset26_08
1941	336	Simion2017V2META12812-42-Calc_Hmm10-BMGE05
1942	337	Borowiec2015_Total1080OG959.fasta.aln_gene1044
1943	337	Hejnol2009Tribe2200_0
1944	337	Borowiec2015_Total1080OG282.fasta.aln_gene331
1945	337	Simion2017V2META13411-42-Calc_Hmm10-BMGE05
1946	338	Hejnol2009Tribe3571_0
1947	338	Hejnol2009Tribe1785_0
1948	338	Whelan2017_strictSubset22_01
1949	338	Borowiec2015_Total1080OG301.fasta.aln_gene352
1950	339	Borowiec2015_Total1080OG306.fasta.aln_gene357
1951	339	Simion2017V2META14185-42-Calc_Hmm10-BMGE05
1952	339	Ryan2013_estgene295
1953	339	Hejnol2009Tribe1437_0
1954	340	Ryan2013_estgene362
1955	340	Hejnol2009Tribe2504_0
1956	340	Borowiec2015_Total1080OG309.fasta.aln_gene360
1957	340	Simion2017V2META14210-42-Calc_Hmm10-BMGE05
1958	341	Borowiec2015_Total1080OG329.fasta.aln_gene381
1959	341	Ryan2013_estgene333
1960	341	Hejnol2009Tribe2144_0
1961	341	Simion2017V2META14140-42-Calc_Hmm10-BMGE05
1962	342	Whelan2017_strictSubset23_01
1963	342	Hejnol2009Tribe1702_0
1964	342	Ryan2013_estgene386
1965	342	Borowiec2015_Total1080OG330.fasta.aln_gene382
1966	343	Whelan2017_strictSubset12
1967	343	Borowiec2015_Total1080OG339.fasta.aln_gene391
1968	343	Whelan2017_fullSubset17_01
1969	343	Simion2017V2META14054-42-Calc_Hmm10-BMGE05
1970	344	Whelan2015_D10Gene_0548
1971	344	Simion2017V2META12981-42-Calc_Hmm10-BMGE05
1972	344	Borowiec2015_Total1080OG350.fasta.aln_gene404
1973	344	Whelan2015_D1Gene_0548
1974	345	Ryan2013_estgene344
1975	345	Borowiec2015_Total1080OG354.fasta.aln_gene408
1976	345	Hejnol2009Tribe2557_0
1977	345	Simion2017V2META13923-42-Calc_Hmm10-BMGE05
1978	346	Borowiec2015_Total1080OG356.fasta.aln_gene410
1979	346	Hejnol2009Tribe1990_0
1980	346	Simion2017V2META15707-42-Calc_Hmm10-BMGE05
1981	346	Ryan2013_estgene321
1982	347	Borowiec2015_Total1080OG361.fasta.aln_gene416
1983	347	Moroz2014_3d960
1984	347	Whelan2017_fullSubset4_18
1985	347	Whelan2015_D1Gene_0960
1986	348	Borowiec2015_Total1080OG381.fasta.aln_gene436
1987	348	Whelan2015_D10Gene_0681
1988	348	Whelan2015_D20Gene_0681
1989	348	Whelan2015_D1Gene_0681
1990	349	Simion2017V2META14101-42-Calc_Hmm10-BMGE05
1991	349	Hejnol2009Tribe804_0
1992	349	Borowiec2015_Total1080OG398.fasta.aln_gene454
1993	349	Dunn2008Tribe586
1994	350	Borowiec2015_Total1080OG417.fasta.aln_gene476
1995	350	Ryan2013_estgene5
1996	350	Simion2017V2META14202-42-Calc_Hmm10-BMGE05
1997	350	Hejnol2009Tribe1803_0
1998	351	Hejnol2009Tribe1600_0
1999	351	Simion2017V2META12723-42-Calc_Hmm10-BMGE05
2000	351	Borowiec2015_Total1080OG421.fasta.aln_gene481
2001	351	Ryan2013_estgene83
2002	352	Ryan2013_estgene29
2003	352	Hejnol2009Tribe1907_0
2004	352	Borowiec2015_Total1080OG426.fasta.aln_gene486
2005	352	Simion2017V2META13672-42-Calc_Hmm10-BMGE05
2006	353	Hejnol2009Tribe2571_0
2007	353	Simion2017V2META15131-42-Calc_Hmm10-BMGE05
2008	353	Borowiec2015_Total1080OG441.fasta.aln_gene502
2009	353	Ryan2013_estgene149
2010	354	Borowiec2015_Total1080OG443.fasta.aln_gene504
2011	354	Simion2017V2META13212-42-Calc_Hmm10-BMGE05
2012	354	Hejnol2009Tribe1212_0
2013	354	Dunn2008Tribe1009
2014	355	Simion2017V2META14371-42-Calc_Hmm10-BMGE05
2015	355	Borowiec2015_Total1080OG452.fasta.aln_gene514
2016	355	Hejnol2009Tribe1547_0
2017	355	Ryan2013_estgene354
2018	356	Simion2017V2META12964-42-Calc_Hmm10-BMGE05
2019	356	Dunn2008Tribe1015
2020	356	Borowiec2015_Total1080OG454.fasta.aln_gene516
2021	356	Hejnol2009Tribe1307_0
2022	357	Whelan2017_strictSubset2_01
2023	357	Hejnol2009Tribe3581_0
2024	357	Borowiec2015_Total1080OG481.fasta.aln_gene544
2025	357	Simion2017V2META13833-42-Calc_Hmm10-BMGE05
2026	358	Ryan2013_estgene300
2027	358	Simion2017V2META13577-42-Calc_Hmm10-BMGE05
2028	358	Hejnol2009Tribe2251_0
2029	358	Borowiec2015_Total1080OG489.fasta.aln_gene552
2030	359	Simion2017V2META14349-42-Calc_Hmm10-BMGE05
2031	359	Borowiec2015_Total1080OG492.fasta.aln_gene556
2032	359	Ryan2013_estgene310
2033	359	Hejnol2009Tribe3024_0
2034	360	Hejnol2009Tribe1660_0
2035	360	Borowiec2015_Total1080OG530.fasta.aln_gene593
2036	360	Dunn2008Tribe1013
2037	360	Simion2017V2META15149-42-Calc_Hmm10-BMGE05
2038	361	Dunn2008Tribe435
2039	361	Ryan2013_estgene168
2040	361	Borowiec2015_Total1080OG534.fasta.aln_gene597
2041	361	Hejnol2009Tribe594_0
2042	362	Simion2017V2META13957-42-Calc_Hmm10-BMGE05
2043	362	Hejnol2009Tribe2166_0
2044	362	Ryan2013_estgene32
2045	362	Borowiec2015_Total1080OG55.fasta.aln_gene622
2046	363	Hejnol2009Tribe2022_0
2047	363	Ryan2013_estgene273
2048	363	Simion2017V2META14175-42-Calc_Hmm10-BMGE05
2049	363	Borowiec2015_Total1080OG555.fasta.aln_gene617
2050	364	Borowiec2015_Total1080OG565.fasta.aln_gene627
2051	364	Hejnol2009Tribe1619_0
2052	364	Simion2017V2META14986-42-Calc_Hmm10-BMGE05
2053	364	Dunn2008Tribe1204
2054	365	Simion2017V2META16387-42-Calc_Hmm10-BMGE05
2055	365	Whelan2017_fullSubset17_03
2056	365	Hejnol2009Tribe3904_0
2057	365	Borowiec2015_Total1080OG575.fasta.aln_gene638
2058	366	Simion2017V2META13799-42-Calc_Hmm10-BMGE05
2059	366	Hejnol2009Tribe1733_0
2060	366	Borowiec2015_Total1080OG598.fasta.aln_gene663
2061	366	Ryan2013_estgene363
2062	367	Hejnol2009Tribe2721_0
2063	367	Simion2017V2META12785-2-42-Calc_Hmm10-BMGE05
2064	367	Borowiec2015_Total1080OG600.fasta.aln_gene667
2065	367	Ryan2013_estgene88
2066	368	Hejnol2009Tribe2171_0
2067	368	Borowiec2015_Total1080OG610.fasta.aln_gene678
2068	368	Ryan2013_estgene201
2069	368	Simion2017V2META13417-42-Calc_Hmm10-BMGE05
2070	369	Ryan2013_estgene38
2071	369	Simion2017V2META13734-42-Calc_Hmm10-BMGE05
2072	369	Borowiec2015_Total1080OG629.fasta.aln_gene693
2073	369	Moroz2014_3d106
2074	370	Ryan2013_estgene190
2075	370	Borowiec2015_Total1080OG64.fasta.aln_gene715
2076	370	Simion2017V2META11830-42-Calc_Hmm10-BMGE05
2077	370	Ryan2013_estgene394
2078	371	Simion2017V2META15191-42-Calc_Hmm10-BMGE05
2079	371	Borowiec2015_Total1080OG652.fasta.aln_gene718
2080	371	Hejnol2009Tribe833_0
2081	371	Dunn2008Tribe593
2082	372	Borowiec2015_Total1080OG664.fasta.aln_gene731
2083	372	Ryan2013_estgene30
2084	372	Hejnol2009Tribe3095_0
2085	372	Simion2017V2META13593-42-Calc_Hmm10-BMGE05
2086	373	Ryan2013_estgene306
2087	373	Borowiec2015_Total1080OG665.fasta.aln_gene732
2088	373	Simion2017V2META13939-42-Calc_Hmm10-BMGE05
2089	373	Hejnol2009Tribe2173_0
2090	374	Whelan2015_D10Gene_0519
2091	374	Whelan2015_D20Gene_0519
2092	374	Whelan2015_D1Gene_0519
2093	374	Borowiec2015_Total1080OG67.fasta.aln_gene748
2094	375	Borowiec2015_Total1080OG679.fasta.aln_gene747
2095	375	Hejnol2009Tribe3603_0
2096	375	Ryan2013_estgene246
2097	375	Whelan2017_fullSubset26_07
2098	376	Simion2017V2META15333-42-Calc_Hmm10-BMGE05
2099	376	Ryan2013_estgene280
2100	376	Hejnol2009Tribe3943_0
2101	376	Borowiec2015_Total1080OG697.fasta.aln_gene767
2102	377	Borowiec2015_Total1080OG727.fasta.aln_gene799
2103	377	Ryan2013_estgene252
2104	377	Hejnol2009Tribe1430_0
2105	377	Dunn2008Tribe1132
2106	378	Dunn2008Tribe764
2107	378	Hejnol2009Tribe949_0
2108	378	Borowiec2015_Total1080OG739.fasta.aln_gene811
2109	378	Ryan2013_estgene325
2110	379	Simion2017V2META14999-42-Calc_Hmm10-BMGE05
2111	379	Ryan2013_estgene348
2112	379	Borowiec2015_Total1080OG747.fasta.aln_gene820
2113	379	Hejnol2009Tribe2120_0
2114	380	Hejnol2009Tribe930_0
2115	380	Borowiec2015_Total1080OG752.fasta.aln_gene826
2116	380	Dunn2008Tribe646
2117	380	Ryan2013_estgene157
2118	381	Simion2017V2META14331-42-Calc_Hmm10-BMGE05
2119	381	Hejnol2009Tribe1629_0
2120	381	Borowiec2015_Total1080OG753.fasta.aln_gene827
2121	381	Ryan2013_estgene240
2122	382	Hejnol2009Tribe2553_0
2123	382	Whelan2015_D1Gene_0655
2124	382	Borowiec2015_Total1080OG766.fasta.aln_gene841
2125	382	Simion2017V2META14129-42-Calc_Hmm10-BMGE05
2126	383	Borowiec2015_Total1080OG841.fasta.aln_gene922
2127	383	Ryan2013_estgene41
2128	383	Hejnol2009Tribe4485_0
2129	383	Simion2017V2META16170-42-Calc_Hmm10-BMGE05
2130	384	Borowiec2015_Total1080OG851.fasta.aln_gene932
2131	384	Hejnol2009Tribe750_0
2132	384	Ryan2013_estgene117
2133	384	Simion2017V2META14092-42-Calc_Hmm10-BMGE05
2134	385	Hejnol2009Tribe1787_0
2135	385	Borowiec2015_Total1080OG863.fasta.aln_gene944
2136	385	Ryan2013_estgene343
2137	385	Simion2017V2META14509-42-Calc_Hmm10-BMGE05
2138	386	Ryan2013_estgene80
2139	386	Borowiec2015_Total1080OG878.fasta.aln_gene960
2140	386	Hejnol2009Tribe1561_0
2141	386	Simion2017V2META14863-42-Calc_Hmm10-BMGE05
2142	387	Simion2017V2META13273-42-Calc_Hmm10-BMGE05
2143	387	Borowiec2015_Total1080OG90.fasta.aln_gene996
2144	387	Ryan2013_estgene292
2145	387	Hejnol2009Tribe2590_0
2146	388	Ryan2013_estgene154
2147	388	Hejnol2009Tribe1678_0
2148	388	Borowiec2015_Total1080OG903.fasta.aln_gene989
2149	388	Dunn2008Tribe1187
2150	389	Borowiec2015_Total1080OG931.fasta.aln_gene1016
2151	389	Dunn2008Tribe1136
2152	389	Hejnol2009Tribe1245_0
2153	389	Ryan2013_estgene178
2154	390	Ryan2013_estgene308
2155	390	Borowiec2015_Total1080OG956.fasta.aln_gene1041
2156	390	Simion2017V2META10532-2-42-Calc_Hmm10-BMGE05
2157	390	Ryan2013_estgene254
2158	391	Ryan2013_estgene45
2159	391	Hejnol2009Tribe3412_0
2160	391	Simion2017V2META16393-42-Calc_Hmm10-BMGE05
2161	391	Borowiec2015_Total1080OG960.fasta.aln_gene1046
2162	392	Whelan2015_D1Gene_0927
2163	392	Whelan2015_D20Gene_0927
2164	392	Whelan2015_D10Gene_0927
2165	392	Borowiec2015_Total1080OG988.fasta.aln_gene1070
2166	393	Philippe2009Gene_0015
2167	393	Nosenko2013_ribo_14615KOG0469
2168	393	Chang2015ef2_01
2169	393	Ryan2013_estgene110
2170	394	Philippe2009Gene_0018
2171	394	Nosenko2013_ribo_14615KOG0857
2172	394	Chang2015grc5
2173	394	Nosenko2013_ribo_11057KOG0857
2174	395	Chang2015hsp90
2175	395	Simion2017V2META10445-1-42-Calc_Hmm10-BMGE05
2176	395	Philippe2009Gene_0021
2177	395	Nosenko2013_nonribo_9187KOG0019
2178	396	Whelan2017_fullSubset25_02
2179	396	Philippe2009Gene_0035
2180	396	Chang2015nsf2_01
2181	396	Simion2017V2META11663-2-42-Calc_Hmm10-BMGE05
2182	397	Chang2015rpl1
2183	397	Philippe2009Gene_0051
2184	397	Nosenko2013_ribo_11057KOG1475
2185	397	Nosenko2013_ribo_14615KOG1475
2186	398	Chang2015rpl11b
2187	398	Philippe2009Gene_0052
2188	398	Nosenko2013_ribo_11057KOG0397
2189	398	Nosenko2013_ribo_14615KOG0397
2190	399	Chang2015rpl24_01
2191	399	Nosenko2013_ribo_14615KOG1722
2192	399	Philippe2009Gene_0066
2193	399	Ryan2013_estgene359
2194	400	Nosenko2013_ribo_11057KOG3499
2195	400	Chang2015rpl38
2196	400	Nosenko2013_ribo_14615KOG3499
2197	400	Philippe2009Gene_0080
2198	401	Philippe2009Gene_0081
2199	401	Chang2015rpl39
2200	401	Nosenko2013_ribo_14615KOG0002
2201	401	Nosenko2013_ribo_11057KOG0002
2202	402	Nosenko2013_ribo_11057KOG1475_01
2203	402	Philippe2009Gene_0084
2204	402	Chang2015rpl4B
2205	402	Nosenko2013_ribo_14615KOG1475_01
2206	403	Philippe2009Gene_0086
2207	403	Nosenko2013_ribo_14615KOG1694
2208	403	Nosenko2013_ribo_11057KOG1694
2209	403	Chang2015rpl6
2210	404	Philippe2009Gene_0087
2211	404	Nosenko2013_ribo_11057KOG3184
2212	404	Chang2015rpl7
2213	404	Nosenko2013_ribo_14615KOG3184
2214	405	Simion2017V2META10274-1-42-Calc_Hmm10-BMGE05
2215	405	Whelan2015_D10Gene_1021
2216	405	Chang2015rpo_01
2217	405	Whelan2015_D1Gene_1021
2218	406	Nosenko2013_ribo_14615KOG0877
2219	406	Nosenko2013_ribo_11057KOG0877
2220	406	Philippe2009Gene_0100
2221	406	Chang2015rps2
2222	407	Chang2015rps3
2223	407	Nosenko2013_ribo_11057KOG3181
2224	407	Philippe2009Gene_0111
2225	407	Nosenko2013_ribo_14615KOG3181
2226	408	Philippe2009Gene_0114
2227	408	Nosenko2013_ribo_14615KOG1646
2228	408	Chang2015rps6
2229	408	Nosenko2013_ribo_11057KOG1646
2230	409	Nosenko2013_ribo_11057KOG3320
2231	409	Philippe2009Gene_0115
2232	409	Nosenko2013_ribo_14615KOG3320
2233	409	Chang2015rps7
2234	410	Nosenko2013_ribo_14615KOG3301
2235	410	Nosenko2013_ribo_11057KOG3301
2236	410	Philippe2009Gene_0117
2237	410	Chang2015rps9
2238	411	Philippe2009Gene_0119
2239	411	Nosenko2013_ribo_11057KOG0830
2240	411	Chang2015sap40
2241	411	Nosenko2013_ribo_14615KOG0830
2242	412	Chang2015tribe1121
2243	412	Dunn2008Tribe1121
2244	412	Hejnol2009Tribe1461_0
2245	412	Ryan2013_estgene28
2246	413	Chang2015tribe629
2247	413	Whelan2017_fullSubset34_01
2248	413	Hejnol2009Tribe2555_0
2249	413	Simion2017V2META16516-42-Calc_Hmm10-BMGE05
2250	414	Chang2015tribe765
2251	414	Hejnol2009Tribe856_0
2252	414	Ryan2013_estgene183
2253	414	Dunn2008Tribe765
2254	415	Chang2015tribe768
2255	415	Dunn2008Tribe768
2256	415	Hejnol2009Tribe987_0
2257	415	Hejnol2009Tribe2100_0
2258	416	Hejnol2009Tribe1019_0
2259	416	Dunn2008Tribe801
2260	416	Ryan2013_estgene113
2261	416	Chang2015tribe801
2262	417	Hejnol2009Tribe1183_0
2263	417	Simion2017V2META14586-42-Calc_Hmm10-BMGE05
2264	417	Dunn2008Tribe832
2265	417	Chang2015tribe832
2266	418	Dunn2008Tribe965
2267	418	Ryan2013_estgene366
2268	418	Chang2015tribe965
2269	418	Hejnol2009Tribe1246_0
2270	419	Simion2017V2META13603-42-Calc_Hmm10-BMGE05
2271	419	Hejnol2009Tribe1182_0
2272	419	Dunn2008Tribe1046
2273	419	Ryan2013_estgene20
2274	420	Nosenko2013_ribo_11057KOG3271
2275	420	Philippe2009Gene_0016
2276	420	Dunn2008Tribe352
2277	420	Nosenko2013_ribo_14615KOG3271
2278	421	Hejnol2009Tribe1022_0
2279	421	Dunn2008Tribe831
2280	421	Simion2017V2META13345-42-Calc_Hmm10-BMGE05
2281	421	Ryan2013_estgene52
2282	422	Hejnol2009Tribe1315_0
2283	422	Whelan2017_strictSubset21
2284	422	Simion2017V2META14666-42-Calc_Hmm10-BMGE05
2285	422	Ryan2013_estgene383
2286	423	Hejnol2009Tribe1397_0
2287	423	Ryan2013_estgene62
2288	423	Nosenko2013_ribo_14615KOG2314
2289	423	Simion2017V2META13753-42-Calc_Hmm10-BMGE05
2290	424	Moroz2014_3d686
2291	424	Ryan2013_estgene326
2292	424	Simion2017V2META12272-42-Calc_Hmm10-BMGE05
2293	424	Hejnol2009Tribe1819_0
2294	425	Hejnol2009Tribe1867_0
2295	425	Whelan2015_D1Gene_0128
2296	425	Whelan2015_D20Gene_0128
2297	425	Whelan2015_D10Gene_0128
2298	426	Whelan2015_D1Gene_0141
2299	426	Hejnol2009Tribe1911_0
2300	426	Whelan2015_D10Gene_0141
2301	426	Whelan2015_D20Gene_0141
2302	427	Hejnol2009Tribe1989_0
2303	427	Whelan2015_D1Gene_0053
2304	427	Whelan2015_D20Gene_0053
2305	427	Whelan2015_D10Gene_0053
2306	428	Hejnol2009Tribe2037_0
2307	428	Simion2017V2META17551-42-Calc_Hmm10-BMGE05
2308	428	Ryan2013_estgene241
2309	428	Whelan2017_fullSubset11_04
2310	429	Hejnol2009Tribe2093_0
2311	429	Whelan2015_D20Gene_0058
2312	429	Whelan2015_D1Gene_0058
2313	429	Whelan2015_D10Gene_0058
2314	430	Hejnol2009Tribe2135_0
2315	430	Ryan2013_estgene378
2316	430	Simion2017V2META13666-42-Calc_Hmm10-BMGE05
2317	430	Whelan2017_fullSubset5_11
2318	431	Whelan2015_D1Gene_0098
2319	431	Hejnol2009Tribe2765_0
2320	431	Whelan2015_D20Gene_0098
2321	431	Whelan2015_D10Gene_0098
2322	432	Ryan2013_estgene142
2323	432	Simion2017V2META14853-42-Calc_Hmm10-BMGE05
2324	432	Hejnol2009Tribe2784_0
2325	432	Whelan2017_fullSubset26_03
2326	433	Whelan2015_D10Gene_0450
2327	433	Hejnol2009Tribe2820_0
2328	433	Whelan2015_D1Gene_0450
2329	433	Whelan2015_D20Gene_0450
2330	434	Hejnol2009Tribe2944_0
2331	434	Simion2017V2META13978-42-Calc_Hmm10-BMGE05
2332	434	Simion2017V2META12471-42-Calc_Hmm10-BMGE05
2333	434	Whelan2017_strictSubset17_01
2334	435	Whelan2015_D1Gene_0604
2335	435	Moroz2014_3d604
2336	435	Hejnol2009Tribe4136_0
2337	435	Whelan2015_D10Gene_0604
2338	436	Whelan2015_D10Gene_0608
2339	436	Whelan2015_D1Gene_0608
2340	436	Whelan2015_D20Gene_0608
2341	436	Hejnol2009Tribe4327_0
2342	437	Whelan2017_fullSubset4_14
2343	437	Simion2017V2META14213-42-Calc_Hmm10-BMGE05
2344	437	Ryan2013_estgene405
2345	437	Hejnol2009Tribe4670_0
2346	438	Whelan2015_D1Gene_0157
2347	438	Whelan2015_D10Gene_0157
2348	438	Simion2017V2META12074-42-Calc_Hmm10-BMGE05
2349	438	Moroz2014_3d157
2350	439	Whelan2015_D1Gene_0178
2351	439	Moroz2014_3d178
2352	439	Simion2017V2META14720-42-Calc_Hmm10-BMGE05
2353	439	Whelan2015_D10Gene_0178
2354	440	Whelan2017_fullSubset27_01
2355	440	Whelan2015_D1Gene_0309
2356	440	Moroz2014_3d309
2357	440	Simion2017V2META10664-1-1-42-Calc_Hmm10-BMGE05
2358	441	Moroz2014_3d379
2359	441	Whelan2015_D10Gene_0379
2360	441	Whelan2015_D1Gene_0379
2361	441	Whelan2015_D20Gene_0379
2362	442	Whelan2015_D10Gene_0615
2363	442	Simion2017V2META12670-42-Calc_Hmm10-BMGE05
2364	442	Moroz2014_3d615
2365	442	Whelan2015_D1Gene_0615
2366	443	Whelan2015_D1Gene_0793
2367	443	Whelan2015_D10Gene_0793
2368	443	Moroz2014_3d793
2369	443	Whelan2015_D20Gene_0793
2370	444	Nosenko2013_nonribo_9187KOG2772
2371	444	Whelan2015_D20Gene_0340
2372	444	Whelan2015_D1Gene_0340
2373	444	Whelan2015_D10Gene_0340
2374	445	Whelan2015_D1Gene_0625
2375	445	Simion2017V2META11778-42-Calc_Hmm10-BMGE05
2376	445	Whelan2015_D20Gene_0625
2377	445	Whelan2015_D10Gene_0625
2378	446	Whelan2015_D1Gene_0565
2379	446	Whelan2015_D20Gene_0565
2380	446	Whelan2015_D10Gene_0565
2381	446	Simion2017V2META11824-42-Calc_Hmm10-BMGE05
2382	447	Simion2017V2META12095-42-Calc_Hmm10-BMGE05
2383	447	Whelan2015_D10Gene_0401
2384	447	Whelan2015_D1Gene_0401
2385	447	Whelan2015_D20Gene_0401
2386	448	Whelan2017_fullSubset10_07
2387	448	Simion2017V2META12469-2-42-Calc_Hmm10-BMGE05
2388	448	Whelan2015_D1Gene_0493
2389	448	Simion2017V2META12136-42-Calc_Hmm10-BMGE05
2390	449	Whelan2015_D1Gene_0536
2391	449	Whelan2015_D20Gene_0536
2392	449	Whelan2015_D10Gene_0536
